uid,sid
1995,991
1994,992
1999,993
2001,994
2002,995
2003,996
2005,997
2006,998
2008,999
2010,1000
2011,1001
2012,1002
2014,1003
2013,1004
2018,1005
2016,1006
2020,1007
2022,1008
2023,1009
2024,1010
2027,1011
2026,1012
2029,1013
2028,1014
2030,1015
2034,1016
2035,1017
2036,1018
2042,1019
2041,1020
2043,1021
2045,1022
2053,1023
2044,1024
2049,1025
2054,1026
2059,1027
2060,1028
2061,1029
2063,1030
2068,1031
2069,1032
2074,1033
2077,1034
2080,1035
2081,1036
2085,1037
2086,1038
2089,1039
2091,1040
2105,1041
2107,1042
2106,1043
2117,1044
2109,1045
2108,1046
2119,1047
2124,1048
2126,1049
2120,1050
2118,1051
2127,1052
2130,1053
2129,1054
2131,1055
223,1056
197,1057
244,1058
288,1059
450,1060
532,1061
466,1062
733,1063
800,1064
793,1065
836,1066
834,1067
842,1068
860,1069
868,1070
961,1071
984,1072
1009,1073
1203,1074
1261,1075
1274,1076
1265,1077
1402,1078
1467,1079
1359,1080
1662,1081
1473,1082
1385,1083
1750,1084
1762,1085
1771,1086
1780,1087
1861,1088
1877,1089
1892,1090
1915,1091
1876,1092
628,1093
2132,1094
796,1095
1136,1096
1519,1097
1700,1098
2000,1099
651,1100
735,1101
914,1102
1015,1103
2171,1104
2149,1105
2155,1106
2165,1107
2140,1108
2167,1109
1817,1110
2148,1111
2153,1112
2138,1113
2143,1114
2162,1115
2147,1116
2145,1117
2150,1118
2133,1119
2168,1120
2173,1121
2180,1122
2181,1123
2185,1124
2174,1125
2182,1126
2194,1127
2179,1128
2193,1129
2209,1130
2203,1131
2205,1132
2198,1133
2177,1134
2184,1135
2187,1136
2206,1137
2210,1138
2208,1139
2213,1140
2215,1141
2214,1142
2218,1143
2230,1144
2222,1145
2235,1146
2237,1147
2227,1148
2221,1149
2244,1150
2217,1151
2231,1152
2229,1153
2233,1154
2239,1155
2228,1156
2234,1157
2245,1158
2246,1159
2247,1160
2249,1161
2251,1162
2252,1163
2255,1164
2254,1165
2257,1166
2259,1167
2272,1168
2261,1169
2266,1170
2269,1171
2263,1172
2282,1173
2285,1174
2287,1175
2277,1176
2283,1177
2290,1178
2292,1179
2296,1180
2297,1181
2299,1182
2300,1183
2302,1184
2303,1185
2310,1186
2304,1187
2308,1188
2309,1189
2312,1190
2313,1191
2314,1192
2315,1193
2316,1194
2318,1195
2319,1196
2317,1197
2320,1198
2325,1199
2321,1200
2322,1201
2324,1202
2323,1203
2328,1204
2326,1205
2329,1206
2332,1207
2335,1208
2327,1209
2337,1210
2336,1211
2342,1212
2347,1213
2334,1214
2339,1215
2345,1216
2349,1217
2350,1218
2351,1219
2354,1220
2353,1221
2356,1222
2364,1223
2361,1224
2359,1225
2368,1226
2355,1227
2366,1228
2367,1229
2369,1230
2370,1231
2372,1232
2371,1233
2373,1234
2376,1235
2377,1236
2379,1237
2382,1238
2380,1239
2388,1240
2391,1241
2395,1242
2397,1243
2389,1244
2401,1245
2400,1246
2403,1247
2405,1248
2407,1249
2410,1250
2413,1251
2414,1252
2412,1253
2418,1254
2420,1255
2426,1256
2422,1257
2428,1258
2429,1259
2432,1260
2434,1261
2437,1262
2424,1263
2433,1264
2435,1265
2438,1266
2443,1267
2442,1268
2444,1269
2453,1270
2455,1271
2459,1272
2466,1273
2471,1274
2468,1275
2474,1276
2470,1277
2476,1278
2479,1279
2484,1280
2487,1281
2482,1282
2486,1283
2477,1284
2490,1285
2491,1286
2493,1287
2488,1288
2496,1289
2498,1290
2499,1291
2501,1292
2504,1293
2503,1294
2506,1295
2513,1296
2505,1297
2520,1298
2514,1299
2512,1300
2518,1301
2510,1302
2517,1303
2521,1304
2523,1305
2525,1306
2532,1307
2528,1308
2533,1309
2538,1310
2542,1311
2540,1312
2548,1313
2549,1314
2550,1315
2541,1316
2551,1317
2561,1318
2569,1319
2565,1320
2553,1321
2560,1322
2570,1323
2572,1324
2573,1325
2575,1326
2576,1327
2579,1328
2577,1329
2580,1330
2583,1331
2581,1332
2588,1333
2584,1334
2589,1335
2590,1336
2591,1337
2592,1338
2595,1339
2594,1340
2598,1341
2596,1342
2599,1343
2601,1344
2602,1345
2604,1346
2609,1347
2608,1348
2610,1349
2616,1350
2614,1351
2617,1352
2618,1353
2621,1354
2622,1355
2619,1356
2624,1357
2627,1358
2631,1359
2634,1360
2635,1361
2639,1362
2638,1363
2640,1364
2643,1365
2641,1366
2642,1367
2646,1368
2647,1369
2648,1370
2652,1371
2653,1372
2654,1373
2649,1374
2656,1375
2655,1376
2651,1377
2657,1378
2658,1379
2659,1380
2661,1381
2665,1382
2663,1383
2667,1384
2666,1385
2668,1386
2669,1387
2670,1388
2679,1389
2681,1390
2677,1391
2676,1392
2683,1393
2680,1394
2685,1395
2686,1396
2687,1397
2690,1398
2693,1399
2694,1400
2695,1401
2696,1402
2701,1403
2697,1404
2699,1405
2698,1406
2706,1407
2703,1408
2707,1409
2709,1410
2717,1411
2712,1412
2719,1413
2711,1414
2720,1415
2721,1416
2723,1417
2726,1418
2727,1419
2729,1420
2730,1421
2733,1422
2731,1423
2735,1424
2738,1425
2740,1426
2741,1427
2734,1428
2749,1429
2742,1430
2752,1431
2750,1432
2746,1433
2754,1434
2761,1435
2757,1436
2763,1437
2764,1438
2766,1439
2767,1440
2771,1441
2778,1442
2773,1443
2780,1444
2781,1445
2786,1446
2783,1447
2785,1448
2787,1449
2791,1450
2793,1451
2797,1452
2798,1453
2799,1454
2800,1455
2802,1456
2803,1457
2808,1458
2809,1459
2806,1460
2813,1461
2812,1462
2815,1463
2816,1464
2817,1465
2818,1466
2819,1467
2814,1468
2820,1469
2821,1470
2826,1471
2828,1472
2830,1473
2822,1474
2831,1475
2832,1476
2833,1477
2834,1478
2836,1479
2838,1480
2839,1481
2840,1482
2843,1483
2846,1484
2845,1485
2849,1486
2844,1487
2852,1488
2850,1489
2854,1490
2858,1491
2851,1492
2855,1493
2856,1494
2859,1495
2862,1496
2865,1497
2869,1498
2868,1499
2873,1500
2870,1501
2874,1502
2876,1503
2877,1504
2881,1505
2882,1506
2884,1507
2887,1508
2886,1509
2891,1510
2889,1511
2890,1512
2892,1513
2893,1514
2895,1515
2896,1516
2897,1517
2899,1518
2903,1519
2902,1520
2907,1521
2908,1522
2910,1523
2911,1524
2912,1525
2916,1526
2921,1527
2917,1528
2919,1529
2922,1530
2923,1531
2925,1532
2927,1533
2930,1534
2931,1535
2933,1536
2935,1537
2934,1538
2940,1539
2937,1540
2936,1541
2947,1542
2943,1543
2944,1544
2950,1545
2953,1546
2951,1547
2955,1548
2958,1549
2956,1550
2959,1551
2961,1552
2967,1553
2968,1554
2969,1555
2972,1556
2974,1557
2973,1558
2975,1559
2977,1560
2978,1561
2979,1562
2985,1563
2982,1564
2984,1565
2988,1566
2990,1567
2995,1568
2997,1569
3004,1570
3011,1571
3014,1572
3012,1573
3016,1574
3021,1575
3024,1576
3027,1577
3022,1578
3026,1579
3028,1580
3029,1581
3033,1582
3031,1583
3034,1584
3035,1585
3036,1586
3037,1587
3038,1588
3040,1589
3041,1590
3042,1591
3046,1592
3048,1593
3049,1594
3052,1595
3054,1596
3050,1597
3056,1598
3051,1599
3060,1600
3061,1601
3064,1602
3065,1603
3066,1604
3069,1605
3070,1606
3073,1607
3075,1608
3076,1609
3078,1610
3077,1611
3079,1612
3082,1613
3081,1614
3083,1615
3086,1616
3087,1617
3089,1618
3091,1619
3092,1620
3093,1621
3095,1622
3096,1623
3100,1624
3103,1625
3106,1626
3107,1627
3114,1628
3108,1629
3110,1630
3116,1631
3118,1632
3115,1633
3120,1634
3119,1635
3122,1636
3121,1637
3125,1638
3127,1639
3126,1640
3129,1641
3131,1642
3132,1643
3133,1644
3135,1645
3137,1646
3138,1647
3141,1648
3146,1649
3144,1650
3148,1651
3153,1652
3149,1653
3147,1654
3154,1655
3155,1656
3156,1657
3160,1658
3158,1659
3161,1660
3162,1661
3166,1662
3167,1663
3169,1664
3170,1665
3172,1666
3173,1667
3174,1668
3180,1669
3177,1670
3183,1671
3185,1672
3178,1673
3179,1674
3181,1675
3188,1676
3192,1677
3193,1678
3191,1679
3195,1680
3198,1681
3196,1682
3200,1683
3199,1684
3204,1685
3205,1686
3201,1687
3207,1688
3206,1689
3213,1690
3209,1691
3210,1692
3211,1693
3214,1694
3212,1695
3215,1696
3218,1697
3219,1698
3220,1699
3222,1700
3223,1701
3226,1702
3227,1703
3229,1704
3232,1705
3234,1706
3235,1707
3237,1708
3236,1709
3240,1710
3244,1711
3246,1712
3248,1713
3249,1714
3251,1715
3253,1716
3257,1717
3255,1718
3260,1719
3259,1720
3262,1721
3261,1722
3265,1723
3263,1724
3269,1725
3271,1726
3270,1727
3272,1728
3281,1729
3278,1730
3285,1731
3283,1732
3287,1733
3288,1734
3289,1735
3294,1736
3295,1737
3300,1738
360265,1739
3306,1740
3304,1741
3311,1742
3315,1743
3317,1744
3321,1745
3322,1746
3327,1747
3331,1748
3333,1749
3334,1750
3335,1751
3336,1752
3337,1753
3338,1754
3339,1755
3342,1756
3343,1757
3344,1758
3346,1759
3352,1760
3351,1761
3353,1762
3347,1763
3354,1764
3355,1765
3358,1766
3356,1767
3363,1768
3364,1769
3366,1770
3367,1771
3368,1772
3370,1773
3371,1774
3372,1775
3375,1776
3373,1777
3374,1778
3376,1779
3377,1780
3379,1781
3381,1782
3383,1783
3384,1784
3385,1785
3386,1786
3391,1787
3388,1788
3393,1789
3394,1790
3396,1791
3397,1792
3400,1793
3402,1794
3403,1795
3409,1796
3410,1797
3406,1798
3412,1799
3411,1800
3413,1801
3414,1802
3417,1803
3419,1804
3421,1805
3425,1806
3428,1807
3427,1808
3430,1809
3433,1810
3435,1811
3434,1812
3436,1813
3438,1814
3440,1815
3447,1816
3448,1817
3450,1818
3451,1819
3453,1820
3455,1821
3456,1822
3459,1823
3461,1824
3460,1825
3462,1826
3463,1827
3464,1828
3467,1829
3466,1830
3469,1831
3470,1832
3473,1833
3474,1834
3476,1835
3477,1836
3478,1837
3479,1838
3482,1839
3483,1840
3485,1841
3488,1842
3491,1843
3493,1844
3496,1845
3497,1846
3500,1847
3502,1848
3498,1849
3503,1850
3506,1851
3504,1852
3509,1853
3508,1854
3510,1855
3511,1856
3512,1857
3513,1858
3515,1859
3514,1860
3517,1861
3519,1862
3520,1863
3522,1864
3526,1865
3527,1866
3525,1867
3528,1868
3529,1869
3531,1870
3530,1871
3535,1872
3538,1873
3536,1874
3540,1875
3542,1876
3543,1877
3548,1878
3547,1879
3550,1880
3549,1881
3552,1882
3556,1883
3554,1884
3557,1885
3560,1886
3562,1887
3561,1888
3563,1889
3564,1890
3565,1891
3566,1892
3567,1893
3568,1894
3569,1895
3570,1896
3571,1897
3572,1898
3573,1899
3576,1900
3577,1901
3579,1902
3580,1903
3583,1904
3585,1905
3586,1906
3588,1907
3587,1908
3590,1909
3593,1910
3591,1911
3594,1912
3595,1913
3597,1914
3596,1915
3598,1916
3599,1917
3600,1918
3601,1919
3603,1920
3605,1921
3606,1922
3607,1923
3610,1924
3611,1925
3617,1926
3614,1927
3616,1928
3621,1929
3625,1930
3622,1931
3629,1932
3632,1933
3626,1934
3636,1935
3637,1936
3642,1937
3643,1938
3644,1939
3647,1940
3645,1941
3649,1942
3650,1943
3651,1944
3655,1945
3653,1946
3656,1947
3657,1948
3658,1949
3660,1950
3659,1951
3664,1952
3663,1953
3661,1954
3665,1955
3667,1956
3668,1957
3669,1958
3670,1959
3671,1960
3672,1961
3675,1962
3674,1963
3676,1964
3681,1965
3683,1966
3682,1967
3686,1968
3687,1969
3689,1970
3693,1971
3691,1972
3690,1973
3696,1974
3695,1975
3699,1976
3700,1977
3703,1978
3704,1979
3706,1980
3707,1981
3708,1982
3709,1983
3710,1984
3711,1985
3712,1986
3719,1987
3720,1988
3722,1989
3725,1990
3726,1991
3727,1992
3729,1993
3730,1994
3731,1995
3732,1996
3734,1997
3735,1998
3737,1999
3736,2000
3733,2001
3738,2002
3739,2003
3742,2004
3746,2005
3745,2006
3751,2007
3749,2008
3753,2009
3756,2010
3757,2011
3758,2012
3760,2013
3762,2014
3763,2015
3766,2016
3767,2017
3768,2018
3770,2019
3771,2020
3773,2021
3774,2022
3777,2023
3782,2024
3783,2025
3784,2026
3780,2027
3785,2028
3787,2029
3786,2030
3788,2031
3790,2032
3792,2033
3794,2034
3796,2035
3795,2036
3798,2037
3797,2038
3800,2039
3802,2040
3807,2041
3804,2042
3809,2043
3808,2044
3814,2045
3812,2046
3818,2047
3819,2048
3821,2049
3823,2050
3825,2051
3824,2052
3826,2053
3827,2054
3828,2055
3829,2056
3832,2057
3830,2058
3834,2059
3835,2060
3836,2061
3837,2062
3838,2063
3843,2064
3845,2065
3841,2066
3846,2067
3848,2068
3850,2069
3851,2070
3852,2071
3853,2072
3855,2073
3856,2074
3858,2075
3854,2076
3860,2077
3859,2078
3862,2079
3863,2080
3861,2081
3866,2082
3870,2083
3874,2084
3869,2085
3871,2086
3876,2087
3881,2088
3883,2089
3884,2090
3886,2091
3887,2092
3888,2093
3889,2094
3890,2095
3891,2096
3892,2097
3894,2098
3896,2099
3895,2100
3897,2101
3898,2102
3900,2103
3899,2104
3901,2105
3903,2106
3906,2107
3907,2108
3910,2109
3908,2110
3912,2111
3916,2112
3917,2113
3915,2114
3919,2115
3918,2116
3920,2117
3923,2118
3921,2119
3925,2120
3924,2121
3927,2122
3928,2123
3929,2124
3930,2125
3931,2126
3932,2127
3936,2128
3933,2129
3940,2130
3937,2131
3942,2132
3944,2133
3946,2134
3945,2135
3948,2136
3949,2137
3950,2138
3952,2139
3954,2140
3953,2141
3955,2142
3957,2143
3961,2144
3963,2145
3965,2146
3966,2147
3968,2148
3967,2149
3970,2150
3971,2151
3972,2152
3973,2153
3978,2154
3976,2155
3977,2156
3979,2157
3980,2158
3983,2159
3981,2160
3986,2161
3985,2162
3984,2163
3987,2164
3988,2165
3991,2166
3990,2167
3992,2168
3993,2169
3994,2170
3996,2171
3997,2172
3998,2173
4002,2174
4005,2175
4007,2176
4004,2177
4009,2178
4014,2179
4016,2180
4011,2181
4013,2182
4017,2183
4021,2184
4019,2185
4023,2186
4024,2187
4025,2188
4029,2189
4032,2190
4033,2191
4034,2192
4040,2193
4037,2194
4038,2195
4045,2196
4041,2197
4046,2198
4047,2199
4048,2200
4049,2201
4053,2202
4054,2203
4058,2204
4056,2205
4060,2206
4065,2207
4066,2208
4067,2209
4073,2210
4069,2211
4074,2212
4072,2213
4078,2214
4079,2215
4076,2216
4080,2217
4081,2218
4082,2219
4085,2220
4086,2221
4094,2222
4093,2223
4091,2224
4097,2225
4099,2226
4098,2227
4100,2228
4102,2229
4104,2230
4105,2231
4108,2232
4110,2233
4107,2234
4106,2235
4111,2236
4112,2237
4117,2238
4119,2239
4118,2240
4120,2241
4124,2242
4129,2243
4130,2244
4133,2245
4136,2246
4131,2247
4134,2248
4137,2249
4132,2250
4138,2251
4139,2252
4141,2253
4142,2254
4143,2255
4145,2256
4146,2257
4149,2258
4150,2259
4154,2260
4155,2261
4166,2262
4157,2263
4165,2264
4162,2265
4163,2266
4168,2267
4167,2268
4170,2269
4173,2270
4175,2271
4174,2272
4176,2273
4177,2274
4179,2275
4178,2276
4180,2277
4182,2278
4183,2279
4186,2280
4185,2281
4190,2282
4191,2283
4187,2284
4192,2285
4188,2286
4195,2287
4196,2288
4197,2289
4198,2290
4199,2291
4201,2292
4202,2293
4203,2294
4204,2295
4205,2296
4207,2297
4208,2298
4209,2299
4211,2300
4210,2301
4214,2302
4212,2303
4213,2304
4215,2305
4216,2306
4217,2307
4218,2308
4219,2309
4221,2310
4223,2311
4224,2312
4227,2313
4225,2314
4232,2315
4233,2316
4234,2317
4235,2318
4236,2319
4242,2320
4244,2321
4245,2322
4243,2323
4247,2324
4238,2325
4246,2326
4248,2327
4249,2328
4250,2329
4251,2330
4252,2331
4257,2332
4256,2333
4259,2334
4262,2335
4261,2336
4263,2337
4264,2338
4267,2339
4265,2340
4266,2341
4273,2342
4272,2343
4275,2344
4276,2345
4278,2346
4279,2347
4283,2348
4284,2349
4288,2350
4287,2351
4290,2352
4292,2353
4293,2354
4295,2355
4296,2356
4302,2357
4303,2358
4297,2359
4305,2360
4304,2361
4306,2362
4310,2363
4309,2364
4311,2365
4315,2366
4316,2367
4319,2368
4320,2369
4318,2370
4321,2371
4323,2372
4324,2373
4326,2374
4328,2375
4329,2376
4327,2377
4333,2378
4336,2379
4338,2380
4337,2381
4339,2382
4340,2383
4345,2384
4348,2385
4349,2386
4352,2387
4353,2388
4355,2389
4360,2390
4363,2391
4361,2392
4366,2393
4368,2394
4365,2395
4370,2396
4369,2397
4371,2398
4373,2399
4372,2400
4374,2401
4376,2402
4377,2403
4380,2404
4378,2405
4382,2406
4383,2407
4384,2408
4387,2409
4390,2410
4391,2411
4389,2412
4392,2413
4393,2414
4397,2415
4395,2416
4396,2417
4399,2418
4398,2419
4400,2420
4406,2421
4407,2422
4409,2423
4411,2424
4410,2425
4414,2426
4417,2427
4420,2428
4426,2429
4429,2430
4422,2431
4431,2432
4433,2433
4434,2434
4435,2435
4436,2436
4439,2437
4440,2438
4437,2439
4441,2440
4442,2441
4443,2442
4445,2443
4446,2444
4448,2445
4450,2446
4455,2447
4451,2448
4453,2449
4457,2450
4456,2451
4458,2452
4461,2453
4459,2454
4463,2455
4464,2456
4468,2457
4465,2458
4469,2459
4471,2460
4472,2461
4474,2462
4473,2463
4477,2464
4478,2465
4483,2466
4484,2467
4480,2468
4487,2469
4488,2470
4489,2471
4490,2472
4491,2473
4493,2474
4494,2475
4496,2476
4495,2477
4497,2478
4500,2479
4501,2480
4505,2481
4507,2482
4510,2483
4508,2484
4511,2485
4513,2486
4512,2487
4515,2488
4516,2489
4520,2490
4518,2491
4517,2492
4521,2493
4522,2494
4523,2495
4524,2496
4526,2497
4525,2498
4529,2499
4527,2500
4530,2501
4533,2502
4532,2503
4537,2504
4535,2505
4540,2506
4538,2507
4542,2508
4551,2509
4548,2510
4545,2511
4552,2512
4553,2513
4554,2514
4556,2515
4559,2516
4558,2517
4560,2518
4561,2519
4562,2520
4565,2521
4563,2522
4568,2523
4566,2524
4569,2525
4570,2526
4571,2527
4574,2528
4576,2529
4572,2530
4582,2531
4584,2532
4586,2533
4587,2534
4588,2535
4592,2536
4593,2537
4595,2538
4597,2539
4596,2540
4599,2541
4602,2542
4603,2543
4604,2544
4606,2545
4608,2546
4607,2547
4609,2548
4610,2549
4612,2550
4614,2551
4613,2552
4618,2553
4617,2554
4615,2555
4620,2556
4621,2557
4624,2558
4626,2559
4627,2560
4631,2561
4628,2562
4635,2563
4638,2564
4634,2565
4641,2566
4642,2567
4647,2568
4649,2569
4650,2570
4652,2571
4653,2572
4656,2573
4657,2574
4659,2575
4658,2576
4660,2577
4661,2578
4663,2579
4662,2580
